individual_iri,content_url,annotated_as,symptom_iris
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_108883,Data/PaddyDoctor/bacterial_leaf_blight/108883.jpg,Bacterial_Leaf_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_109332,Data/PaddyDoctor/bacterial_leaf_blight/109332.jpg,Bacterial_Leaf_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_100385,Data/PaddyDoctor/bacterial_leaf_streak/100385.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_100409,Data/PaddyDoctor/bacterial_leaf_streak/100409.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101023,Data/PaddyDoctor/bacterial_leaf_streak/101023.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101122,Data/PaddyDoctor/bacterial_leaf_streak/101122.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101874,Data/PaddyDoctor/bacterial_leaf_streak/101874.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_102545,Data/PaddyDoctor/bacterial_leaf_streak/102545.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103138,Data/PaddyDoctor/bacterial_leaf_streak/103138.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103322,Data/PaddyDoctor/bacterial_leaf_streak/103322.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103617,Data/PaddyDoctor/bacterial_leaf_streak/103617.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103845,Data/PaddyDoctor/bacterial_leaf_streak/103845.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104563,Data/PaddyDoctor/bacterial_leaf_streak/104563.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104998,Data/PaddyDoctor/bacterial_leaf_streak/104998.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_105364,Data/PaddyDoctor/bacterial_leaf_streak/105364.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_106019,Data/PaddyDoctor/bacterial_leaf_streak/106019.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_106225,Data/PaddyDoctor/bacterial_leaf_streak/106225.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107084,Data/PaddyDoctor/bacterial_leaf_streak/107084.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107382,Data/PaddyDoctor/bacterial_leaf_streak/107382.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107912,Data/PaddyDoctor/bacterial_leaf_streak/107912.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_108477,Data/PaddyDoctor/bacterial_leaf_streak/108477.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_108603,Data/PaddyDoctor/bacterial_leaf_streak/108603.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109008,Data/PaddyDoctor/bacterial_leaf_streak/109008.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109623,Data/PaddyDoctor/bacterial_leaf_streak/109623.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109979,Data/PaddyDoctor/bacterial_leaf_streak/109979.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_110217,Data/PaddyDoctor/bacterial_leaf_streak/110217.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_110260,Data/PaddyDoctor/bacterial_leaf_streak/110260.jpg,Bacterial_Leaf_Streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_100352,Data/PaddyDoctor/bacterial_panicle_blight/100352.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_100414,Data/PaddyDoctor/bacterial_panicle_blight/100414.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101073,Data/PaddyDoctor/bacterial_panicle_blight/101073.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101592,Data/PaddyDoctor/bacterial_panicle_blight/101592.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101672,Data/PaddyDoctor/bacterial_panicle_blight/101672.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101957,Data/PaddyDoctor/bacterial_panicle_blight/101957.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102202,Data/PaddyDoctor/bacterial_panicle_blight/102202.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102424,Data/PaddyDoctor/bacterial_panicle_blight/102424.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102548,Data/PaddyDoctor/bacterial_panicle_blight/102548.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_103068,Data/PaddyDoctor/bacterial_panicle_blight/103068.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104102,Data/PaddyDoctor/bacterial_panicle_blight/104102.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104216,Data/PaddyDoctor/bacterial_panicle_blight/104216.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106151,Data/PaddyDoctor/bacterial_panicle_blight/106151.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106466,Data/PaddyDoctor/bacterial_panicle_blight/106466.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106538,Data/PaddyDoctor/bacterial_panicle_blight/106538.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106589,Data/PaddyDoctor/bacterial_panicle_blight/106589.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106643,Data/PaddyDoctor/bacterial_panicle_blight/106643.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_107165,Data/PaddyDoctor/bacterial_panicle_blight/107165.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_107388,Data/PaddyDoctor/bacterial_panicle_blight/107388.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_107696,Data/PaddyDoctor/bacterial_panicle_blight/107696.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_108947,Data/PaddyDoctor/bacterial_panicle_blight/108947.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_108993,Data/PaddyDoctor/bacterial_panicle_blight/108993.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_109828,Data/PaddyDoctor/bacterial_panicle_blight/109828.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_109955,Data/PaddyDoctor/bacterial_panicle_blight/109955.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_110376,Data/PaddyDoctor/bacterial_panicle_blight/110376.jpg,Bacterial_Panicle_Blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100001,Data/PaddyDoctor/brown_spot/100001.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100035,Data/PaddyDoctor/brown_spot/100035.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100185,Data/PaddyDoctor/brown_spot/100185.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_101153,Data/PaddyDoctor/brown_spot/101153.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_101929,Data/PaddyDoctor/brown_spot/101929.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_102030,Data/PaddyDoctor/brown_spot/102030.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103095,Data/PaddyDoctor/brown_spot/103095.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103294,Data/PaddyDoctor/brown_spot/103294.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103415,Data/PaddyDoctor/brown_spot/103415.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103965,Data/PaddyDoctor/brown_spot/103965.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103995,Data/PaddyDoctor/brown_spot/103995.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_104950,Data/PaddyDoctor/brown_spot/104950.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_105270,Data/PaddyDoctor/brown_spot/105270.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106336,Data/PaddyDoctor/brown_spot/106336.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106415,Data/PaddyDoctor/brown_spot/106415.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106810,Data/PaddyDoctor/brown_spot/106810.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_107075,Data/PaddyDoctor/brown_spot/107075.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_107250,Data/PaddyDoctor/brown_spot/107250.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_107720,Data/PaddyDoctor/brown_spot/107720.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108096,Data/PaddyDoctor/brown_spot/108096.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108119,Data/PaddyDoctor/brown_spot/108119.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108647,Data/PaddyDoctor/brown_spot/108647.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108897,Data/PaddyDoctor/brown_spot/108897.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_109490,Data/PaddyDoctor/brown_spot/109490.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_109970,Data/PaddyDoctor/brown_spot/109970.jpg,Brown_Spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_100483,Data/PaddyDoctor/dead_heart/100483.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_100578,Data/PaddyDoctor/dead_heart/100578.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101657,Data/PaddyDoctor/dead_heart/101657.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101794,Data/PaddyDoctor/dead_heart/101794.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_102162,Data/PaddyDoctor/dead_heart/102162.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_102844,Data/PaddyDoctor/dead_heart/102844.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_103078,Data/PaddyDoctor/dead_heart/103078.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_103428,Data/PaddyDoctor/dead_heart/103428.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_103689,Data/PaddyDoctor/dead_heart/103689.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_104071,Data/PaddyDoctor/dead_heart/104071.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_104866,Data/PaddyDoctor/dead_heart/104866.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_105574,Data/PaddyDoctor/dead_heart/105574.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_105699,Data/PaddyDoctor/dead_heart/105699.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_106122,Data/PaddyDoctor/dead_heart/106122.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_106126,Data/PaddyDoctor/dead_heart/106126.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_106555,Data/PaddyDoctor/dead_heart/106555.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_106573,Data/PaddyDoctor/dead_heart/106573.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107198,Data/PaddyDoctor/dead_heart/107198.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107771,Data/PaddyDoctor/dead_heart/107771.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107833,Data/PaddyDoctor/dead_heart/107833.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108063,Data/PaddyDoctor/dead_heart/108063.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108559,Data/PaddyDoctor/dead_heart/108559.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_109125,Data/PaddyDoctor/dead_heart/109125.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_109357,Data/PaddyDoctor/dead_heart/109357.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_109624,Data/PaddyDoctor/dead_heart/109624.jpg,Deadheart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_100226,Data/PaddyDoctor/downy_mildew/100226.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_100479,Data/PaddyDoctor/downy_mildew/100479.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_100686,Data/PaddyDoctor/downy_mildew/100686.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_100791,Data/PaddyDoctor/downy_mildew/100791.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101024,Data/PaddyDoctor/downy_mildew/101024.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101228,Data/PaddyDoctor/downy_mildew/101228.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101572,Data/PaddyDoctor/downy_mildew/101572.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101669,Data/PaddyDoctor/downy_mildew/101669.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101682,Data/PaddyDoctor/downy_mildew/101682.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_102501,Data/PaddyDoctor/downy_mildew/102501.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_103933,Data/PaddyDoctor/downy_mildew/103933.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_104000,Data/PaddyDoctor/downy_mildew/104000.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_104452,Data/PaddyDoctor/downy_mildew/104452.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_104788,Data/PaddyDoctor/downy_mildew/104788.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_106240,Data/PaddyDoctor/downy_mildew/106240.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_106300,Data/PaddyDoctor/downy_mildew/106300.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_106524,Data/PaddyDoctor/downy_mildew/106524.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_107171,Data/PaddyDoctor/downy_mildew/107171.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_107183,Data/PaddyDoctor/downy_mildew/107183.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_107203,Data/PaddyDoctor/downy_mildew/107203.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_107855,Data/PaddyDoctor/downy_mildew/107855.jpg,Downy_Mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_108275,Data/PaddyDoctor/downy_mildew/108275.jpg,Downy_Mildew,
