individual_iri,image_path,ground_truth_label,symptom_iris
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_100764,Data/PaddyDoctor/bacterial_leaf_streak/100764.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107736,Data/PaddyDoctor/bacterial_leaf_streak/107736.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101738,Data/PaddyDoctor/bacterial_leaf_streak/101738.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104622,Data/PaddyDoctor/bacterial_leaf_streak/104622.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109210,Data/PaddyDoctor/bacterial_leaf_streak/109210.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_108486,Data/PaddyDoctor/bacterial_leaf_streak/108486.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_105894,Data/PaddyDoctor/bacterial_leaf_streak/105894.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103843,Data/PaddyDoctor/bacterial_leaf_streak/103843.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103793,Data/PaddyDoctor/bacterial_leaf_streak/103793.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101320,Data/PaddyDoctor/bacterial_leaf_streak/101320.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_102325,Data/PaddyDoctor/bacterial_leaf_streak/102325.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104620,Data/PaddyDoctor/bacterial_leaf_streak/104620.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104005,Data/PaddyDoctor/bacterial_leaf_streak/104005.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109794,Data/PaddyDoctor/bacterial_leaf_streak/109794.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_104872,Data/PaddyDoctor/bacterial_leaf_streak/104872.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107409,Data/PaddyDoctor/bacterial_leaf_streak/107409.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109496,Data/PaddyDoctor/bacterial_leaf_streak/109496.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_107219,Data/PaddyDoctor/bacterial_leaf_streak/107219.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_100105,Data/PaddyDoctor/bacterial_leaf_streak/100105.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_101316,Data/PaddyDoctor/bacterial_leaf_streak/101316.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_103054,Data/PaddyDoctor/bacterial_leaf_streak/103054.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109962,Data/PaddyDoctor/bacterial_leaf_streak/109962.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_100042,Data/PaddyDoctor/bacterial_leaf_streak/100042.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_109623,Data/PaddyDoctor/bacterial_leaf_streak/109623.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_streak_102462,Data/PaddyDoctor/bacterial_leaf_streak/102462.jpg,bacterial_leaf_streak,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106686,Data/PaddyDoctor/bacterial_panicle_blight/106686.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_108920,Data/PaddyDoctor/bacterial_panicle_blight/108920.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104636,Data/PaddyDoctor/bacterial_panicle_blight/104636.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102548,Data/PaddyDoctor/bacterial_panicle_blight/102548.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_109434,Data/PaddyDoctor/bacterial_panicle_blight/109434.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_105013,Data/PaddyDoctor/bacterial_panicle_blight/105013.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102477,Data/PaddyDoctor/bacterial_panicle_blight/102477.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_105083,Data/PaddyDoctor/bacterial_panicle_blight/105083.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_100254,Data/PaddyDoctor/bacterial_panicle_blight/100254.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_106056,Data/PaddyDoctor/bacterial_panicle_blight/106056.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104815,Data/PaddyDoctor/bacterial_panicle_blight/104815.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101934,Data/PaddyDoctor/bacterial_panicle_blight/101934.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104216,Data/PaddyDoctor/bacterial_panicle_blight/104216.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_108172,Data/PaddyDoctor/bacterial_panicle_blight/108172.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_100610,Data/PaddyDoctor/bacterial_panicle_blight/100610.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_105004,Data/PaddyDoctor/bacterial_panicle_blight/105004.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_103992,Data/PaddyDoctor/bacterial_panicle_blight/103992.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101873,Data/PaddyDoctor/bacterial_panicle_blight/101873.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_103368,Data/PaddyDoctor/bacterial_panicle_blight/103368.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_102215,Data/PaddyDoctor/bacterial_panicle_blight/102215.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_105555,Data/PaddyDoctor/bacterial_panicle_blight/105555.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_101964,Data/PaddyDoctor/bacterial_panicle_blight/101964.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_107662,Data/PaddyDoctor/bacterial_panicle_blight/107662.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_104029,Data/PaddyDoctor/bacterial_panicle_blight/104029.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_panicle_blight_103733,Data/PaddyDoctor/bacterial_panicle_blight/103733.jpg,bacterial_panicle_blight,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_102102,Data/PaddyDoctor/blast/102102.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_101637,Data/PaddyDoctor/blast/101637.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_103238,Data/PaddyDoctor/blast/103238.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109658,Data/PaddyDoctor/blast/109658.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109171,Data/PaddyDoctor/blast/109171.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_106069,Data/PaddyDoctor/blast/106069.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_102919,Data/PaddyDoctor/blast/102919.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109649,Data/PaddyDoctor/blast/109649.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109103,Data/PaddyDoctor/blast/109103.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_107245,Data/PaddyDoctor/blast/107245.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109951,Data/PaddyDoctor/blast/109951.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_105717,Data/PaddyDoctor/blast/105717.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_108941,Data/PaddyDoctor/blast/108941.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_103548,Data/PaddyDoctor/blast/103548.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_100573,Data/PaddyDoctor/blast/100573.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_108217,Data/PaddyDoctor/blast/108217.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_104578,Data/PaddyDoctor/blast/104578.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_102885,Data/PaddyDoctor/blast/102885.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_104547,Data/PaddyDoctor/blast/104547.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_107802,Data/PaddyDoctor/blast/107802.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_102070,Data/PaddyDoctor/blast/102070.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_102124,Data/PaddyDoctor/blast/102124.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_101075,Data/PaddyDoctor/blast/101075.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_104144,Data/PaddyDoctor/blast/104144.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_blast_109913,Data/PaddyDoctor/blast/109913.jpg,blast,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106314,Data/PaddyDoctor/brown_spot/106314.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_105763,Data/PaddyDoctor/brown_spot/105763.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100001,Data/PaddyDoctor/brown_spot/100001.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103456,Data/PaddyDoctor/brown_spot/103456.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_101879,Data/PaddyDoctor/brown_spot/101879.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_109596,Data/PaddyDoctor/brown_spot/109596.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_102030,Data/PaddyDoctor/brown_spot/102030.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_107137,Data/PaddyDoctor/brown_spot/107137.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_104519,Data/PaddyDoctor/brown_spot/104519.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_110163,Data/PaddyDoctor/brown_spot/110163.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_105464,Data/PaddyDoctor/brown_spot/105464.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_107733,Data/PaddyDoctor/brown_spot/107733.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100656,Data/PaddyDoctor/brown_spot/100656.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_102489,Data/PaddyDoctor/brown_spot/102489.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106045,Data/PaddyDoctor/brown_spot/106045.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108546,Data/PaddyDoctor/brown_spot/108546.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_108287,Data/PaddyDoctor/brown_spot/108287.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_101985,Data/PaddyDoctor/brown_spot/101985.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100820,Data/PaddyDoctor/brown_spot/100820.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100975,Data/PaddyDoctor/brown_spot/100975.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_100451,Data/PaddyDoctor/brown_spot/100451.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_103476,Data/PaddyDoctor/brown_spot/103476.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_104274,Data/PaddyDoctor/brown_spot/104274.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_105830,Data/PaddyDoctor/brown_spot/105830.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_brown_spot_106547,Data/PaddyDoctor/brown_spot/106547.jpg,brown_spot,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107266,Data/PaddyDoctor/dead_heart/107266.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108148,Data/PaddyDoctor/dead_heart/108148.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_110134,Data/PaddyDoctor/dead_heart/110134.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101334,Data/PaddyDoctor/dead_heart/101334.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108460,Data/PaddyDoctor/dead_heart/108460.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107232,Data/PaddyDoctor/dead_heart/107232.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107047,Data/PaddyDoctor/dead_heart/107047.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101117,Data/PaddyDoctor/dead_heart/101117.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101415,Data/PaddyDoctor/dead_heart/101415.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_104764,Data/PaddyDoctor/dead_heart/104764.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_102239,Data/PaddyDoctor/dead_heart/102239.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_109238,Data/PaddyDoctor/dead_heart/109238.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_107735,Data/PaddyDoctor/dead_heart/107735.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108082,Data/PaddyDoctor/dead_heart/108082.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_102460,Data/PaddyDoctor/dead_heart/102460.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108754,Data/PaddyDoctor/dead_heart/108754.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101990,Data/PaddyDoctor/dead_heart/101990.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108446,Data/PaddyDoctor/dead_heart/108446.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_104363,Data/PaddyDoctor/dead_heart/104363.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_105998,Data/PaddyDoctor/dead_heart/105998.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_103732,Data/PaddyDoctor/dead_heart/103732.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_106154,Data/PaddyDoctor/dead_heart/106154.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108934,Data/PaddyDoctor/dead_heart/108934.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_101725,Data/PaddyDoctor/dead_heart/101725.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_dead_heart_108496,Data/PaddyDoctor/dead_heart/108496.jpg,dead_heart,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_107322,Data/PaddyDoctor/downy_mildew/107322.jpg,downy_mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_105774,Data/PaddyDoctor/downy_mildew/105774.jpg,downy_mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_100724,Data/PaddyDoctor/downy_mildew/100724.jpg,downy_mildew,
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_downy_mildew_101492,Data/PaddyDoctor/downy_mildew/101492.jpg,downy_mildew,
