individual_iri,relative_path
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_100998,Data/PaddyDoctor/bacterial_leaf_blight/100998.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101004,Data/PaddyDoctor/bacterial_leaf_blight/101004.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101013,Data/PaddyDoctor/bacterial_leaf_blight/101013.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101169,Data/PaddyDoctor/bacterial_leaf_blight/101169.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101173,Data/PaddyDoctor/bacterial_leaf_blight/101173.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101176,Data/PaddyDoctor/bacterial_leaf_blight/101176.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101187,Data/PaddyDoctor/bacterial_leaf_blight/101187.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101198,Data/PaddyDoctor/bacterial_leaf_blight/101198.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101229,Data/PaddyDoctor/bacterial_leaf_blight/101229.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101355,Data/PaddyDoctor/bacterial_leaf_blight/101355.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101391,Data/PaddyDoctor/bacterial_leaf_blight/101391.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101394,Data/PaddyDoctor/bacterial_leaf_blight/101394.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101406,Data/PaddyDoctor/bacterial_leaf_blight/101406.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101420,Data/PaddyDoctor/bacterial_leaf_blight/101420.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101425,Data/PaddyDoctor/bacterial_leaf_blight/101425.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101428,Data/PaddyDoctor/bacterial_leaf_blight/101428.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101467,Data/PaddyDoctor/bacterial_leaf_blight/101467.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101469,Data/PaddyDoctor/bacterial_leaf_blight/101469.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101473,Data/PaddyDoctor/bacterial_leaf_blight/101473.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101485,Data/PaddyDoctor/bacterial_leaf_blight/101485.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101516,Data/PaddyDoctor/bacterial_leaf_blight/101516.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101530,Data/PaddyDoctor/bacterial_leaf_blight/101530.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101544,Data/PaddyDoctor/bacterial_leaf_blight/101544.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101553,Data/PaddyDoctor/bacterial_leaf_blight/101553.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101593,Data/PaddyDoctor/bacterial_leaf_blight/101593.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101638,Data/PaddyDoctor/bacterial_leaf_blight/101638.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101647,Data/PaddyDoctor/bacterial_leaf_blight/101647.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101649,Data/PaddyDoctor/bacterial_leaf_blight/101649.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101652,Data/PaddyDoctor/bacterial_leaf_blight/101652.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101658,Data/PaddyDoctor/bacterial_leaf_blight/101658.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101659,Data/PaddyDoctor/bacterial_leaf_blight/101659.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101676,Data/PaddyDoctor/bacterial_leaf_blight/101676.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101702,Data/PaddyDoctor/bacterial_leaf_blight/101702.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101718,Data/PaddyDoctor/bacterial_leaf_blight/101718.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101731,Data/PaddyDoctor/bacterial_leaf_blight/101731.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101761,Data/PaddyDoctor/bacterial_leaf_blight/101761.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101767,Data/PaddyDoctor/bacterial_leaf_blight/101767.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101768,Data/PaddyDoctor/bacterial_leaf_blight/101768.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101780,Data/PaddyDoctor/bacterial_leaf_blight/101780.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101798,Data/PaddyDoctor/bacterial_leaf_blight/101798.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101800,Data/PaddyDoctor/bacterial_leaf_blight/101800.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101805,Data/PaddyDoctor/bacterial_leaf_blight/101805.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101809,Data/PaddyDoctor/bacterial_leaf_blight/101809.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101812,Data/PaddyDoctor/bacterial_leaf_blight/101812.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101818,Data/PaddyDoctor/bacterial_leaf_blight/101818.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101849,Data/PaddyDoctor/bacterial_leaf_blight/101849.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101857,Data/PaddyDoctor/bacterial_leaf_blight/101857.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101886,Data/PaddyDoctor/bacterial_leaf_blight/101886.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101888,Data/PaddyDoctor/bacterial_leaf_blight/101888.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101918,Data/PaddyDoctor/bacterial_leaf_blight/101918.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101930,Data/PaddyDoctor/bacterial_leaf_blight/101930.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101933,Data/PaddyDoctor/bacterial_leaf_blight/101933.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101938,Data/PaddyDoctor/bacterial_leaf_blight/101938.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101973,Data/PaddyDoctor/bacterial_leaf_blight/101973.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101979,Data/PaddyDoctor/bacterial_leaf_blight/101979.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_101995,Data/PaddyDoctor/bacterial_leaf_blight/101995.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102038,Data/PaddyDoctor/bacterial_leaf_blight/102038.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102062,Data/PaddyDoctor/bacterial_leaf_blight/102062.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102071,Data/PaddyDoctor/bacterial_leaf_blight/102071.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102106,Data/PaddyDoctor/bacterial_leaf_blight/102106.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102117,Data/PaddyDoctor/bacterial_leaf_blight/102117.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102119,Data/PaddyDoctor/bacterial_leaf_blight/102119.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102127,Data/PaddyDoctor/bacterial_leaf_blight/102127.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102128,Data/PaddyDoctor/bacterial_leaf_blight/102128.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102130,Data/PaddyDoctor/bacterial_leaf_blight/102130.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102166,Data/PaddyDoctor/bacterial_leaf_blight/102166.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102167,Data/PaddyDoctor/bacterial_leaf_blight/102167.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102190,Data/PaddyDoctor/bacterial_leaf_blight/102190.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102206,Data/PaddyDoctor/bacterial_leaf_blight/102206.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102238,Data/PaddyDoctor/bacterial_leaf_blight/102238.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102259,Data/PaddyDoctor/bacterial_leaf_blight/102259.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102314,Data/PaddyDoctor/bacterial_leaf_blight/102314.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102323,Data/PaddyDoctor/bacterial_leaf_blight/102323.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102338,Data/PaddyDoctor/bacterial_leaf_blight/102338.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102353,Data/PaddyDoctor/bacterial_leaf_blight/102353.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102420,Data/PaddyDoctor/bacterial_leaf_blight/102420.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102427,Data/PaddyDoctor/bacterial_leaf_blight/102427.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102475,Data/PaddyDoctor/bacterial_leaf_blight/102475.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102488,Data/PaddyDoctor/bacterial_leaf_blight/102488.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102516,Data/PaddyDoctor/bacterial_leaf_blight/102516.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102544,Data/PaddyDoctor/bacterial_leaf_blight/102544.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102555,Data/PaddyDoctor/bacterial_leaf_blight/102555.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102560,Data/PaddyDoctor/bacterial_leaf_blight/102560.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102582,Data/PaddyDoctor/bacterial_leaf_blight/102582.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102617,Data/PaddyDoctor/bacterial_leaf_blight/102617.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102639,Data/PaddyDoctor/bacterial_leaf_blight/102639.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102648,Data/PaddyDoctor/bacterial_leaf_blight/102648.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102659,Data/PaddyDoctor/bacterial_leaf_blight/102659.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102667,Data/PaddyDoctor/bacterial_leaf_blight/102667.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102726,Data/PaddyDoctor/bacterial_leaf_blight/102726.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102738,Data/PaddyDoctor/bacterial_leaf_blight/102738.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102773,Data/PaddyDoctor/bacterial_leaf_blight/102773.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102817,Data/PaddyDoctor/bacterial_leaf_blight/102817.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102835,Data/PaddyDoctor/bacterial_leaf_blight/102835.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102841,Data/PaddyDoctor/bacterial_leaf_blight/102841.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102848,Data/PaddyDoctor/bacterial_leaf_blight/102848.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102890,Data/PaddyDoctor/bacterial_leaf_blight/102890.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102902,Data/PaddyDoctor/bacterial_leaf_blight/102902.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102935,Data/PaddyDoctor/bacterial_leaf_blight/102935.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102940,Data/PaddyDoctor/bacterial_leaf_blight/102940.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_102981,Data/PaddyDoctor/bacterial_leaf_blight/102981.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103032,Data/PaddyDoctor/bacterial_leaf_blight/103032.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103033,Data/PaddyDoctor/bacterial_leaf_blight/103033.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103048,Data/PaddyDoctor/bacterial_leaf_blight/103048.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103051,Data/PaddyDoctor/bacterial_leaf_blight/103051.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103056,Data/PaddyDoctor/bacterial_leaf_blight/103056.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103070,Data/PaddyDoctor/bacterial_leaf_blight/103070.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103097,Data/PaddyDoctor/bacterial_leaf_blight/103097.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103107,Data/PaddyDoctor/bacterial_leaf_blight/103107.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103127,Data/PaddyDoctor/bacterial_leaf_blight/103127.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103169,Data/PaddyDoctor/bacterial_leaf_blight/103169.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103174,Data/PaddyDoctor/bacterial_leaf_blight/103174.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103177,Data/PaddyDoctor/bacterial_leaf_blight/103177.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103187,Data/PaddyDoctor/bacterial_leaf_blight/103187.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103205,Data/PaddyDoctor/bacterial_leaf_blight/103205.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103230,Data/PaddyDoctor/bacterial_leaf_blight/103230.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103276,Data/PaddyDoctor/bacterial_leaf_blight/103276.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103313,Data/PaddyDoctor/bacterial_leaf_blight/103313.jpg
http://www.semanticweb.org/arifu/ontologies/2026/3/riceMMKG#PaddyDoctor_bacterial_leaf_blight_103319,Data/PaddyDoctor/bacterial_leaf_blight/103319.jpg
